"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF/CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação"
"Superintendência / RS","810492/2015","Requerimento de Registro de Extração","Registro de Extração","04.213.870/0001-08","Prefeitura Municipal de Pinhal da Serra","PINHAL DA SERRA - RS","BASALTO","Revestimento","Sim"
"Superintendência / RS","810493/2017","Requerimento de Registro de Extração","Registro de Extração","87.613.055/0001-55","Prefeitura Municipal de Chiapetta","CHIAPETTA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810494/2017","Requerimento de Registro de Extração","Registro de Extração","87.613.055/0001-55","Prefeitura Municipal de Chiapetta","CHIAPETTA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810495/2017","Requerimento de Registro de Extração","Registro de Extração","87.613.055/0001-55","Prefeitura Municipal de Chiapetta","CHIAPETTA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810496/2017","Requerimento de Registro de Extração","Registro de Extração","87.613.055/0001-55","Prefeitura Municipal de Chiapetta","CHIAPETTA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810496/2018","Requerimento de Registro de Extração","Registro de Extração","04.214.401/0001-03","Prefeitura Municipal de Forquetinha","FORQUETINHA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810497/2016","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","SANTIAGO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810497/2017","Requerimento de Registro de Extração","Registro de Extração","92.406.495/0001-71","Prefeitura Municipal de Agua Santa","ÁGUA SANTA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810497/2018","Requerimento de Registro de Extração","Registro de Extração","87.613.592/0001-03","Prefeitura Muinicipal de Ibiaçá","IBIAÇÁ - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810498/2016","Requerimento de Registro de Extração","Registro de Extração","88.488.341/0001-07","Prefeitura Municipal de Faxinal do Soturno","FAXINAL DO SOTURNO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810499/2010","Requerimento de Registro de Extração","Registro de Extração","97.761.407/0001-73","Prefeitura Municipal de Taquara","TAQUARA - RS","CASCALHO, SAIBRO","Construção civil, Construção civil","Sim"
"Superintendência / RS","810499/2017","Requerimento de Registro de Extração","Registro de Extração","88.661.400/0001-99","Município de Teutônia","TEUTÔNIA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810499/2018","Requerimento de Registro de Extração","Registro de Extração","92.000.231/0001-13","Prefeitura Municipal de Ibarama","IBARAMA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810500/2009","Requerimento de Registro de Extração","Registro de Extração","95.440.517/0001-08","Prefeitura Municipal de Santa Cruz do Sul","SANTA CRUZ DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810500/2010","Requerimento de Registro de Extração","Registro de Extração","97.761.407/0001-73","Prefeitura Municipal de Taquara","TAQUARA - RS","CASCALHO, SAIBRO","Construção civil, Construção civil","Sim"
"Superintendência / RS","810500/2017","Requerimento de Registro de Extração","Registro de Extração","88.661.400/0001-99","Município de Teutônia","TEUTÔNIA - RS","BASALTO, SAIBRO","Construção civil, Pedra de talhe","Sim"
"Superintendência / RS","810501/2009","Requerimento de Registro de Extração","Registro de Extração","95.440.517/0001-08","Prefeitura Municipal de Santa Cruz do Sul","SANTA CRUZ DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810501/2016","Requerimento de Registro de Extração","Registro de Extração","87.566.188/0001-18","Pejuçara Prefeitura","PEJUÇARA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810501/2018","Requerimento de Registro de Extração","Registro de Extração","88.488.366/0001-00","Municipio de Santa Maria","SANTA MARIA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810502/2009","Requerimento de Registro de Extração","Registro de Extração","95.440.517/0001-08","Prefeitura Municipal de Santa Cruz do Sul","SANTA CRUZ DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810502/2018","Requerimento de Registro de Extração","Registro de Extração","88.488.366/0001-00","Municipio de Santa Maria","SILVEIRA MARTINS - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810503/2009","Requerimento de Registro de Extração","Registro de Extração","95.440.517/0001-08","Prefeitura Municipal de Santa Cruz do Sul","SANTA CRUZ DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810503/2018","Requerimento de Registro de Extração","Registro de Extração","88.488.366/0001-00","Municipio de Santa Maria","SANTA MARIA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810506/2017","Requerimento de Registro de Extração","Registro de Extração","94.577.574/0001-70","Prefeitura Municipal de Vale do Sol","HERVEIRAS - RS, VALE DO SOL - RS","BASALTO, CASCALHO, CASCALHO","Brita, Brita, Construção civil","Sim"
"Superintendência / RS","810512/2015","Requerimento de Registro de Extração","Registro de Extração","01.611.536/0001-06","Prefeitura Municipal de Senador Salgado Filho","SENADOR SALGADO FILHO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810519/2009","Requerimento de Registro de Extração","Registro de Extração","89.848.949/0001-50","Prefeitura Municipal de Farroupilha","FARROUPILHA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810519/2015","Requerimento de Registro de Extração","Registro de Extração","87.531.976/0001-79","Prefeitura Municipal de Agudo","AGUDO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810523/2012","Requerimento de Registro de Extração","Registro de Extração","87.860.763/0001-90","Município de Salvador do Sul","SALVADOR DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810523/2018","Requerimento de Registro de Extração","Registro de Extração","94.444.189/0001-55","Prefeitura Municipal de Vila Nova do Sul","VILA NOVA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810524/2010","Requerimento de Registro de Extração","Registro de Extração","95.440.517/0001-08","Prefeitura Municipal de Santa Cruz do Sul","SANTA CRUZ DO SUL - RS","CASCALHO, SAIBRO","Construção civil, Construção civil","Sim"
"Superintendência / RS","810524/2013","Requerimento de Registro de Extração","Registro de Extração","88.768.080/0001-70","Prefeitura Municipal de São Gabriel","SÃO GABRIEL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810525/2005","Requerimento de Registro de Extração","Registro de Extração","92.406.099/0001-44","Prefeitura Municipal de Camargo","CAMARGO - RS","BASALTO","Revestimento","Sim"
"Superintendência / RS","810527/2014","Requerimento de Registro de Extração","Registro de Extração","88.768.080/0001-70","Prefeitura Municipal de São Gabriel","SÃO GABRIEL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810531/2015","Requerimento de Registro de Extração","Registro de Extração","87.612.750/0001-00","Municipio de Arvorezinha","ARVOREZINHA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810532/2007","Requerimento de Registro de Extração","Registro de Extração","87.613.360/0001-47","Prefeitura Municipal de Severiano de Almeida.","SEVERIANO DE ALMEIDA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810536/2008","Requerimento de Registro de Extração","Registro de Extração","87.866.745/0001-16","Município de Vacaria","VACARIA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810537/2007","Requerimento de Registro de Extração","Registro de Extração","91.693.283/0001-50","Prefeitura Municipal de Harmonia","HARMONIA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810537/2013","Requerimento de Registro de Extração","Registro de Extração","92.401.553/0001-74","Prefeitura Municipal de Riozinho","MAQUINÉ - RS, RIOZINHO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810539/2014","Requerimento de Registro de Extração","Registro de Extração","92.406.263/0001-13","Município de Ibirapuitã","IBIRAPUITÃ - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810540/2014","Requerimento de Registro de Extração","Registro de Extração","87.261.509/0001-76","Prefeitura Municipal de Anta Gorda","ANTA GORDA - RS","BASALTO, BASALTO","Brita, Revestimento","Sim"
"Superintendência / RS","810543/2013","Requerimento de Registro de Extração","Registro de Extração","04.217.860/0001-32","Prefeitura Municipal de Coqueiro Baixo ","COQUEIRO BAIXO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810547/2018","Requerimento de Registro de Extração","Registro de Extração","92.401.553/0001-74","Prefeitura Municipal de Riozinho","RIOZINHO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810548/2018","Requerimento de Registro de Extração","Registro de Extração","92.401.553/0001-74","Prefeitura Municipal de Riozinho","RIOZINHO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810553/2011","Requerimento de Registro de Extração","Registro de Extração","91.995.373/0001-03","Prefeitura Municipal de Santa Maria do Herval","SANTA MARIA DO HERVAL - RS","BASALTO, SAIBRO","Construção civil, Pedra de talhe","Sim"
"Superintendência / RS","810554/2011","Requerimento de Registro de Extração","Registro de Extração","91.995.373/0001-03","Prefeitura Municipal de Santa Maria do Herval","SANTA MARIA DO HERVAL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810554/2013","Requerimento de Registro de Extração","Registro de Extração","90.483.058/0001-26","Município de Caseiros","CASEIROS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810556/2011","Requerimento de Registro de Extração","Registro de Extração","92.122.712/0001-00","Tupandi Prefeitura","TUPANDI - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810556/2012","Requerimento de Registro de Extração","Registro de Extração","91.900.365/0001-28","Prefeitura Municipal de Barão do Triunfo","BARÃO DO TRIUNFO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810557/2009","Requerimento de Registro de Extração","Registro de Extração","87.592.861/0001-94","Municíipio de Sobradinho","SOBRADINHO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810557/2016","Requerimento de Registro de Extração","Registro de Extração","87.599.122/0001-24","Prefeeitura Municipal de Marau Rs","MARAU - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810558/2012","Requerimento de Registro de Extração","Registro de Extração","90.898.487/0001-64","Prefeitura Municipal de Cotiporã","COTIPORÃ - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","810558/2016","Requerimento de Registro de Extração","Registro de Extração","87.613.634/0001-06","Prefeitura Municipal de Tuparendi.","TUPARENDI - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810559/2009","Requerimento de Registro de Extração","Registro de Extração","92.406.511/0001-26","Prefeitura Municipal de São Jose do Herval","SÃO JOSÉ DO HERVAL - RS","BASALTO","Revestimento","Sim"
"Superintendência / RS","810561/2012","Requerimento de Registro de Extração","Registro de Extração","91.900.365/0001-28","Prefeitura Municipal de Barão do Triunfo","BARÃO DO TRIUNFO - RS","AREIA, CASCALHO","Construção civil, Construção civil","Sim"
"Superintendência / RS","810561/2017","Requerimento de Registro de Extração","Registro de Extração","87.838.330/0001-39","Prefeitura Municipal de Feliz","FELIZ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810563/2009","Requerimento de Registro de Extração","Registro de Extração","94.577.574/0001-70","Prefeitura Municipal de Vale do Sol","VALE DO SOL - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","810564/2009","Requerimento de Registro de Extração","Registro de Extração","94.577.574/0001-70","Prefeitura Municipal de Vale do Sol","VALE DO SOL - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","810564/2015","Requerimento de Registro de Extração","Registro de Extração","88.227.756/0001-19","Prefeitura Municipal de Julio de Castilhos","JÚLIO DE CASTILHOS - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810564/2017","Requerimento de Registro de Extração","Registro de Extração","92.455.393/0001-46","Prefeitura Municipal de Nova Esperança do Sul","NOVA ESPERANÇA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810565/2015","Requerimento de Registro de Extração","Registro de Extração","88.227.756/0001-19","Prefeitura Municipal de Julio de Castilhos","JÚLIO DE CASTILHOS - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810565/2016","Requerimento de Registro de Extração","Registro de Extração","92.454.826/0001-49","Município de Pouso Novo","POUSO NOVO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810565/2017","Requerimento de Registro de Extração","Registro de Extração","92.455.393/0001-46","Prefeitura Municipal de Nova Esperança do Sul","NOVA ESPERANÇA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810566/2014","Requerimento de Registro de Extração","Registro de Extração","04.208.358/0001-65","Município de São José do Sul","SÃO JOSÉ DO SUL - RS","ARGILA, SAIBRO","Construção civil, Construção civil","Sim"
"Superintendência / RS","810566/2015","Requerimento de Registro de Extração","Registro de Extração","88.227.756/0001-19","Prefeitura Municipal de Julio de Castilhos","JÚLIO DE CASTILHOS - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810566/2017","Requerimento de Registro de Extração","Registro de Extração","92.455.393/0001-46","Prefeitura Municipal de Nova Esperança do Sul","NOVA ESPERANÇA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810567/2017","Requerimento de Registro de Extração","Registro de Extração","92.455.393/0001-46","Prefeitura Municipal de Nova Esperança do Sul","NOVA ESPERANÇA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810568/2017","Requerimento de Registro de Extração","Registro de Extração","92.455.393/0001-46","Prefeitura Municipal de Nova Esperança do Sul","NOVA ESPERANÇA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810569/2017","Requerimento de Registro de Extração","Registro de Extração","92.455.393/0001-46","Prefeitura Municipal de Nova Esperança do Sul","NOVA ESPERANÇA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810570/2017","Requerimento de Registro de Extração","Registro de Extração","92.455.393/0001-46","Prefeitura Municipal de Nova Esperança do Sul","NOVA ESPERANÇA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810571/2017","Requerimento de Registro de Extração","Registro de Extração","92.455.393/0001-46","Prefeitura Municipal de Nova Esperança do Sul","NOVA ESPERANÇA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810572/2009","Requerimento de Registro de Extração","Registro de Extração","94.705.936/0001-61","Prefeitura Municipal de Santa Clara","SANTA CLARA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810576/2015","Requerimento de Registro de Extração","Registro de Extração","87.613.428/0001-98","Prefeitura Municipal de Gaurama","GAURAMA - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","810577/2015","Requerimento de Registro de Extração","Registro de Extração","90.936.956/0001-92","Prefeitura Municipal de Rolante","ROLANTE - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810583/2013","Requerimento de Registro de Extração","Registro de Extração","88.696.810/0001-75","Prefeitura Municipal de Camaquã","CAMAQUÃ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810585/2015","Requerimento de Registro de Extração","Registro de Extração","91.693.317/0001-06","Prefeitura Municipal de Paverama","PAVERAMA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810585/2017","Requerimento de Registro de Extração","Registro de Extração","92.454.826/0001-49","Município de Pouso Novo","POUSO NOVO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810587/2017","Requerimento de Registro de Extração","Registro de Extração","04.203.896/0001-67","Prefeitura Municipal de Rolador","ROLADOR - RS","CASCALHO, CASCALHO","Brita, Construção civil","Sim"
"Superintendência / RS","810588/2017","Requerimento de Registro de Extração","Registro de Extração","04.203.896/0001-67","Prefeitura Municipal de Rolador","ROLADOR - RS","CASCALHO, CASCALHO","Brita, Construção civil","Sim"
"Superintendência / RS","810589/2012","Requerimento de Registro de Extração","Registro de Extração","90.483.082/0001-65","Prefeitura Municipal de São João da Urtiga ","SÃO JOÃO DA URTIGA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810589/2017","Requerimento de Registro de Extração","Registro de Extração","04.203.896/0001-67","Prefeitura Municipal de Rolador","ROLADOR - RS","CASCALHO, CASCALHO","Brita, Construção civil","Sim"
"Superintendência / RS","810590/2007","Requerimento de Registro de Extração","Registro de Extração","93.317.980/0001-31","Prefeitura Municipal de Morrinhos do Sul","MORRINHOS DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810590/2012","Requerimento de Registro de Extração","Registro de Extração","90.483.082/0001-65","Prefeitura Municipal de São João da Urtiga ","SÃO JOÃO DA URTIGA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810591/2012","Requerimento de Registro de Extração","Registro de Extração","90.483.082/0001-65","Prefeitura Municipal de São João da Urtiga ","SÃO JOÃO DA URTIGA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810591/2017","Requerimento de Registro de Extração","Registro de Extração","87.572.079/0001-03","Prefeitura Municipal de São Vicente do Sul","MATA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810592/2017","Requerimento de Registro de Extração","Registro de Extração","87.572.079/0001-03","Prefeitura Municipal de São Vicente do Sul","SÃO VICENTE DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810593/2007","Requerimento de Registro de Extração","Registro de Extração","91.566.844/0001-50","Prefeitura Municipal de Guabiju","GUABIJU - RS","CASCALHO","Brita","Sim"
"Superintendência / RS","810594/2016","Requerimento de Registro de Extração","Registro de Extração","01.621.714/0001-80","Prefeitura Municipal de Muitos Capões – Rs","MUITOS CAPÕES - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810595/2016","Requerimento de Registro de Extração","Registro de Extração","87.897.740/0001-50","Prefeitura Municipal de Santiago","JAGUARI - RS","AREIA","Construção civil","Sim"
"Superintendência / RS","810595/2018","Requerimento de Registro de Extração","Registro de Extração","01.611.538/0001-03","Prefeitura Municipal de Ubiretama","UBIRETAMA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810596/2017","Requerimento de Registro de Extração","Registro de Extração","91.693.325/0001-52","Prefeitura Municipal de Barao","BARÃO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810596/2018","Requerimento de Registro de Extração","Registro de Extração","01.611.538/0001-03","Prefeitura Municipal de Ubiretama","UBIRETAMA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810597/2017","Requerimento de Registro de Extração","Registro de Extração","91.693.325/0001-52","Prefeitura Municipal de Barao","BARÃO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810597/2018","Requerimento de Registro de Extração","Registro de Extração","01.611.538/0001-03","Prefeitura Municipal de Ubiretama","UBIRETAMA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810599/2013","Requerimento de Registro de Extração","Registro de Extração","87.613.360/0001-47","Prefeitura Municipal de Severiano de Almeida.","SEVERIANO DE ALMEIDA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810599/2017","Requerimento de Registro de Extração","Registro de Extração","94.706.124/0001-30","Travesseiro Prefeitura","TRAVESSEIRO - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","810599/2018","Requerimento de Registro de Extração","Registro de Extração","01.611.538/0001-03","Prefeitura Municipal de Ubiretama","UBIRETAMA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810600/2017","Requerimento de Registro de Extração","Registro de Extração","89.708.051/0001-86","Municipio de Fortaleza dos Valos","FORTALEZA DOS VALOS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810600/2018","Requerimento de Registro de Extração","Registro de Extração","01.611.538/0001-03","Prefeitura Municipal de Ubiretama","UBIRETAMA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810601/2014","Requerimento de Registro de Extração","Registro de Extração","04.218.263/0001-22","Município de Canudos do Vale","CANUDOS DO VALE - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810602/2014","Requerimento de Registro de Extração","Registro de Extração","04.218.263/0001-22","Município de Canudos do Vale","CANUDOS DO VALE - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810602/2018","Requerimento de Registro de Extração","Registro de Extração","94.705.936/0001-61","Prefeitura Municipal de Santa Clara","SANTA CLARA DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810604/2017","Requerimento de Registro de Extração","Registro de Extração","87.530.978/0001-43","Prefeitura Municipal de Cachoeira do Sul","CACHOEIRA DO SUL - RS","CASCALHO, CASCALHO","Brita, Construção civil","Sim"
"Superintendência / RS","810605/2017","Requerimento de Registro de Extração","Registro de Extração","87.530.978/0001-43","Prefeitura Municipal de Cachoeira do Sul","CACHOEIRA DO SUL - RS","CASCALHO","Brita","Sim"
"Superintendência / RS","810609/2018","Requerimento de Registro de Extração","Registro de Extração","87.455.531/0001-57","Prefeitura Municipal de Pelotas","PELOTAS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810610/2014","Requerimento de Registro de Extração","Registro de Extração","01.607.619/0001-21","Municipio de Marques de Souza","MARQUES DE SOUZA - RS","BASALTO, BASALTO, SAIBRO","Brita, Construção civil, Revestimento","Sim"
"Superintendência / RS","810611/2017","Requerimento de Registro de Extração","Registro de Extração","89.971.782/0001-10","Município de Entre Ijuís","ENTRE-IJUÍS - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810612/2014","Requerimento de Registro de Extração","Registro de Extração","88.847.082/0001-55","Prefeitura Municipal de Gramado","GRAMADO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810612/2017","Requerimento de Registro de Extração","Registro de Extração","89.971.782/0001-10","Município de Entre Ijuís","ENTRE-IJUÍS - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810613/2015","Requerimento de Registro de Extração","Registro de Extração","01.609.404/0001-40","Prefeitura Municipal de Dilermando de Aguiar","SÃO PEDRO DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810613/2017","Requerimento de Registro de Extração","Registro de Extração","89.971.782/0001-10","Município de Entre Ijuís","ENTRE-IJUÍS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810614/2012","Requerimento de Registro de Extração","Registro de Extração","87.261.509/0001-76","Prefeitura Municipal de Anta Gorda","ANTA GORDA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810614/2017","Requerimento de Registro de Extração","Registro de Extração","89.971.782/0001-10","Município de Entre Ijuís","ENTRE-IJUÍS - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810615/2015","Requerimento de Registro de Extração","Registro de Extração","87.613.147/0001-35","PREFEITURA MUNICIPAL DE CRISSIUMAL","CRISSIUMAL - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810615/2017","Requerimento de Registro de Extração","Registro de Extração","92.465.228/0001-75","Município de Alegria","ALEGRIA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810616/2017","Requerimento de Registro de Extração","Registro de Extração","92.465.210/0001-73","Municipio de Doutor Mauricio Cardoso Prefeitura Municipal","DOUTOR MAURÍCIO CARDOSO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810617/2016","Requerimento de Registro de Extração","Registro de Extração","88.138.292/0001-74","Prefeitura Municipal de Rosario do Sul","ROSÁRIO DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810617/2017","Requerimento de Registro de Extração","Registro de Extração","91.693.333/0001-07","Município de Poço das Antas","POÇO DAS ANTAS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810618/2007","Requerimento de Registro de Extração","Registro de Extração","92.122.712/0001-00","Tupandi Prefeitura","TUPANDI - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810618/2017","Requerimento de Registro de Extração","Registro de Extração","91.693.333/0001-07","Município de Poço das Antas","POÇO DAS ANTAS - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810619/2007","Requerimento de Registro de Extração","Registro de Extração","92.122.712/0001-00","Tupandi Prefeitura","TUPANDI - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810628/2016","Requerimento de Registro de Extração","Registro de Extração","88.349.238/0001-78","Encantado Prefeitura","ENCANTADO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810630/2011","Requerimento de Registro de Extração","Registro de Extração","95.440.517/0001-08","Prefeitura Municipal de Santa Cruz do Sul","SANTA CRUZ DO SUL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810631/2007","Requerimento de Registro de Extração","Registro de Extração","97.320.030/0001-17","Prefeitura Municipal de Sarandi","SARANDI - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810631/2011","Requerimento de Registro de Extração","Registro de Extração","95.440.517/0001-08","Prefeitura Municipal de Santa Cruz do Sul","SANTA CRUZ DO SUL - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","810632/2013","Requerimento de Registro de Extração","Registro de Extração","92.871.466/0001-80","PREFEITURA MUNICIPAL DE PICADA CAFÉ","PICADA CAFÉ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810633/2013","Requerimento de Registro de Extração","Registro de Extração","92.871.466/0001-80","PREFEITURA MUNICIPAL DE PICADA CAFÉ","PICADA CAFÉ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810633/2018","Requerimento de Registro de Extração","Registro de Extração","87.612.867/0001-86","Prefeitura Municipal de Boa Vista do Buricá","BOA VISTA DO BURICÁ - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810635/2009","Requerimento de Registro de Extração","Registro de Extração","04.217.860/0001-32","Prefeitura Municipal de Coqueiro Baixo ","COQUEIRO BAIXO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810636/2016","Requerimento de Registro de Extração","Registro de Extração","91.995.373/0001-03","Prefeitura Municipal de Santa Maria do Herval","SANTA MARIA DO HERVAL - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810637/2018","Requerimento de Registro de Extração","Registro de Extração","92.411.974/0001-86","Prefeitura Municipal de Nicolau Vergueiro","NICOLAU VERGUEIRO - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810638/2018","Requerimento de Registro de Extração","Registro de Extração","04.215.147/0001-50","Prefeitura Municipal de Westfália","WESTFÁLIA - RS","SAIBRO","Construção civil","Sim"
"Superintendência / RS","810639/2011","Requerimento de Registro de Extração","Registro de Extração","87.334.918/0001-55","Município de Venâncio Aires","VENÂNCIO AIRES - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","810640/2011","Requerimento de Registro de Extração","Registro de Extração","87.334.918/0001-55","Município de Venâncio Aires","VENÂNCIO AIRES - RS","CASCALHO","Construção civil","Sim"
"Superintendência / RS","810640/2017","Requerimento de Registro de Extração","Registro de Extração","87.566.188/0001-18","Pejuçara Prefeitura","PEJUÇARA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810641/2017","Requerimento de Registro de Extração","Registro de Extração","87.566.188/0001-18","Pejuçara Prefeitura","PEJUÇARA - RS","BASALTO","Brita","Sim"
"Superintendência / RS","810642/2012","Requerimento de Registro de Extração","Registro de Extração","93.235.968/0001-88","MUNICÍPIO DE SÃO PEDRO DA SERRA","SÃO PEDRO DA SERRA - RS","BASALTO, SAIBRO","Brita, Construção civil","Sim"
"Superintendência / RS","810642/2018","Requerimento de Registro de Extração","Registro de Extração","92.000.207/0001-84","Prefeitura Municipal de Paraíso do Sul","PARAÍSO DO SUL - RS","ARGILA, SAIBRO","Construção civil, Construção civil","Sim"
"Superintendência / RS","810644/2016","Requerimento de Registro de Extração","Registro de Extração","91.984.492/0001-52","PREFEITURA MUNICIPAL DE SÃO VENDELINO","SÃO VENDELINO - RS","CASCALHO","Construção civil","Sim"
